mode,fold,model,subset,n,R2,MAE,RMSE,nMAE_pct,nRMSE_pct
KFOLD,K5,GBM_per_hour,daylight,816,0.7727728698697209,147.22621531095547,213.73748944001886,8.846423299019742,12.842905065939497
KFOLD,K5,CNN,ALL,1842,0.8759089301398995,72.56391025326188,135.30836450667,4.360168228033407,8.130312022189095
KFOLD,K5,CNN,daylight,816,0.8000658269858745,138.55712482755004,200.4906516831505,8.325521203752736,12.046938573673263
KFOLD,K5,Mean,ALL,1842,0.8867497614290172,62.94617293671545,129.26291428147866,3.782264521813386,7.767057342224384
KFOLD,K5,Mean,daylight,816,0.8135091785449717,132.83198281734514,193.63298618080572,7.981512974224442,11.634880084302365
KFOLD,K5,InvRMSE,ALL,1842,0.8879932649214626,62.45962995430743,128.55129300625345,3.7530294758233897,7.724297953103811
KFOLD,K5,InvRMSE,daylight,816,0.8155629549913779,131.70236434459457,192.56381875982,7.913637269104688,11.570636718651865
KFOLD,K5,RidgeStack,ALL,1842,0.8918832180490222,59.031815863137126,126.2992976831501,3.5470614396500064,7.588981672280402
KFOLD,K5,RidgeStack,daylight,816,0.8221044370843447,127.88234432478009,189.1181322891434,7.684102644210382,11.363594779749002
KFOLD,K5,NNLSStack,ALL,1842,0.8931122072463105,62.59795031897178,125.57940895855702,3.761340770752158,7.545725514588029
KFOLD,K5,NNLSStack,daylight,816,0.8247763532988688,127.78634372436849,187.69252178672107,7.6783342289427114,11.277933717707032
KFOLD,K5,BestSingleByVal,ALL,1842,0.8759089301398995,72.56391025326188,135.30836450667,4.360168228033407,8.130312022189095
KFOLD,K5,BestSingleByVal,daylight,816,0.8000658269858745,138.55712482755004,200.4906516831505,8.325521203752736,12.046938573673263
KFOLD,K5,Persistence,ALL,1842,0.6149428765685031,107.42678008017886,238.35099064645016,6.454983361711444,14.321863484337566
KFOLD,K5,Persistence,daylight,816,0.3627736942385824,240.19433927268028,357.92947228147796,14.432625295342872,21.507009579163505
KFOLD,K5,Climatology,ALL,1842,0.7169173951654082,103.74167533814159,204.36709509267413,6.233555429325677,12.279863526766107
KFOLD,K5,Climatology,daylight,816,0.5320435227326697,231.14522646760636,306.7279440803991,13.888888691198115,18.430448852075823
KFOLD,K5,SmartPersistence,ALL,1842,0.7205036513659638,90.94592049800411,203.0684479622853,5.464693284039561,12.201831348819995
KFOLD,K5,SmartPersistence,daylight,816,0.5375603064230611,203.2451783086676,304.9145611566924,12.212450595199305,18.321487598725387
